,latitude,longitude,wwtp_jurisdiction,wwtp_id,reporting_jurisdiction,sample_location,sample_location_specify,key_plot_id,county_names,county_fips,population_served,date_start,date_end,ptc_15d,detect_prop_15d,sampling_prior,sample_prior_date,percentile
0,37.658046,-77.334781,Virginia,1160,Virginia,Treatment plant,,CDC_BIOBOT_va_1160_Treatment plant_post grit removal,Hanover,51085,20000,2022-11-17,2022-12-01,,100,no,2022-05-30,40.4
1,36.896307,-76.289053,Virginia,1195,Virginia,Treatment plant,,CDC_BIOBOT_va_1195_Treatment plant_raw wastewater,Norfolk City,51710,78322,2022-11-17,2022-12-01,-16,100,no,2022-06-06,28.2
2,36.993417,-76.416403,Virginia,1197,Virginia,Treatment plant,,CDC_BIOBOT_va_1197_Treatment plant_raw wastewater,York,51199,118497,2022-11-17,2022-12-01,57,100,no,2022-06-06,43.2
3,36.891606,-82.654215,Virginia,1198,Virginia,Treatment plant,,CDC_BIOBOT_va_1198_Treatment plant_raw wastewater,Wise,51195,9340,2022-11-17,2022-12-01,,100,no,2022-06-06,15.4
4,37.193982,-76.434709,Virginia,1211,Virginia,Treatment plant,,CDC_BIOBOT_va_1211_Treatment plant_raw wastewater,York,51199,99112,2022-11-17,2022-12-01,159,100,no,2022-06-06,22.2
5,37.193982,-76.434709,Virginia,1211,Virginia,Treatment plant,,CDC_BIOBOT_va_1211_Treatment plant_raw wastewater,Gloucester,51073,99112,2022-11-17,2022-12-01,159,100,no,2022-06-06,22.2
6,37.193982,-76.434709,Virginia,1211,Virginia,Treatment plant,,CDC_BIOBOT_va_1211_Treatment plant_raw wastewater,Mathews,51115,99112,2022-11-17,2022-12-01,159,100,no,2022-06-06,22.2
7,37.21661,-77.398493,Virginia,1218,Virginia,Before treatment plant,86,CDC_BIOBOT_va_1218_Before treatment plant_86_raw wastewater,Petersburg City,51730,30000,2022-11-17,2022-12-01,-84,100,no,2022-06-14,22
8,36.989767,-79.854009,Virginia,1272,Virginia,Treatment plant,,CDC_BIOBOT_va_1272_Treatment plant_raw wastewater,Franklin,51067,5000,2022-11-17,2022-12-01,,,no,2022-06-20,
9,37.20709,-77.386893,Virginia,892,Virginia,Treatment plant,,CDC_BIOBOT_va_892_Treatment plant_post grit removal,Colonial Heights City,51570,65000,2022-11-17,2022-12-01,385,100,no,2022-06-01,43.25
10,37.20709,-77.386893,Virginia,892,Virginia,Treatment plant,,CDC_BIOBOT_va_892_Treatment plant_post grit removal,Petersburg City,51730,65000,2022-11-17,2022-12-01,385,100,no,2022-06-01,43.25
11,37.20709,-77.386893,Virginia,892,Virginia,Treatment plant,,CDC_BIOBOT_va_892_Treatment plant_post grit removal,Prince George,51149,65000,2022-11-17,2022-12-01,385,100,no,2022-06-01,43.25
12,37.20709,-77.386893,Virginia,892,Virginia,Treatment plant,,CDC_BIOBOT_va_892_Treatment plant_post grit removal,Chesterfield,51041,65000,2022-11-17,2022-12-01,385,100,no,2022-06-01,43.25
13,37.20709,-77.386893,Virginia,892,Virginia,Treatment plant,,CDC_BIOBOT_va_892_Treatment plant_post grit removal,Dinwiddie,51053,65000,2022-11-17,2022-12-01,385,100,no,2022-06-01,43.25
14,42.942756,-73.102982,Vermont,1157,Vermont,Treatment plant,,CDC_BIOBOT_vt_1157_Treatment plant_raw wastewater,Bennington,50003,15000,2022-11-17,2022-12-01,,100,no,2022-05-30,49
15,47.428451,-121.791988,Washington,1139,Washington,Treatment plant,,CDC_BIOBOT_wa_1139_Treatment plant_raw wastewater,King,53033,896000,2022-11-17,2022-12-01,56,100,no,2022-05-22,38.5
16,47.428451,-121.791988,Washington,1139,Washington,Treatment plant,,CDC_BIOBOT_wa_1139_Treatment plant_raw wastewater,Pierce,53053,896000,2022-11-17,2022-12-01,56,100,no,2022-05-22,38.5
17,47.783075,-122.271056,Washington,1142,Washington,Treatment plant,,CDC_BIOBOT_wa_1142_Treatment plant_post grit removal,King,53033,789000,2022-11-17,2022-12-01,,100,no,2022-05-22,33.2
18,47.783075,-122.271056,Washington,1142,Washington,Treatment plant,,CDC_BIOBOT_wa_1142_Treatment plant_post grit removal,Snohomish,53061,789000,2022-11-17,2022-12-01,,100,no,2022-05-22,33.2
19,45.760949,-122.648818,Washington,499,Washington,Treatment plant,,CDC_BIOBOT_wa_499_Treatment plant_raw wastewater,Clark,53011,162100,2022-11-17,2022-12-01,88,100,no,2022-05-01,43.75
20,48.187378,-121.949309,Washington,555,Washington,Treatment plant,,CDC_BIOBOT_wa_555_Treatment plant_raw wastewater,Snohomish,53061,20000,2022-11-17,2022-12-01,,,no,2022-06-01,
21,47.831158,-122.323981,Washington,661,Washington,Treatment plant,,CDC_BIOBOT_wa_661_Treatment plant_raw wastewater,Snohomish,53061,37650,2022-11-17,2022-12-01,,100,no,2022-05-30,46.6
22,47.740301,-122.088714,Washington,676,Washington,Treatment plant,,CDC_BIOBOT_wa_676_Treatment plant_raw wastewater,Snohomish,53061,288000,2022-11-17,2022-12-01,-71,100,no,2022-05-22,28.5
23,47.740301,-122.088714,Washington,676,Washington,Treatment plant,,CDC_BIOBOT_wa_676_Treatment plant_raw wastewater,King,53033,288000,2022-11-17,2022-12-01,-71,100,no,2022-05-22,28.5
24,48.087508,-122.1184,Washington,679,Washington,Treatment plant,,CDC_BIOBOT_wa_679_Treatment plant_raw wastewater,Snohomish,53061,7125,2022-11-17,2022-12-01,-55,100,no,2022-06-13,65.25
25,47.983221,-122.210475,Washington,768,Washington,Treatment plant,,CDC_BIOBOT_wa_768_Treatment plant_raw wastewater,Snohomish,53061,173800,2022-11-17,2022-12-01,168,100,no,2022-05-01,38.5
26,45.618417,-122.323119,Washington,804,Washington,Treatment plant,,CDC_BIOBOT_wa_804_Treatment plant_raw wastewater,Clark,53011,16950,2022-11-17,2022-12-01,,100,no,2022-06-21,64.6
27,43.027167,-89.400946,Wisconsin,1277,Wisconsin,Treatment plant,,CDC_BIOBOT_wi_1277_Treatment plant_raw wastewater,Dane,55025,360000,2022-11-17,2022-12-01,-2,100,no,2022-06-21,24.6
28,42.570519,-89.093565,Wisconsin,1349,Wisconsin,Treatment plant,,CDC_BIOBOT_wi_1349_Treatment plant_raw wastewater,Rock,55105,36000,2022-11-17,2022-12-01,,,no,2022-07-24,
29,37.764568,-81.222446,West Virginia,789,West Virginia,Treatment plant,,CDC_BIOBOT_wv_789_Treatment plant_raw wastewater,Raleigh,54081,88900,2022-11-17,2022-12-01,,,no,2022-07-24,
30,44.768858,-106.831083,Wyoming,1353,Wyoming,Treatment plant,,CDC_BIOBOT_wy_1353_Treatment plant_raw wastewater,Sheridan,56033,20000,2022-11-17,2022-12-01,,100,no,2022-07-26,55.2
31,43.453433,-110.737506,Wyoming,188,Wyoming,Treatment plant,,CDC_BIOBOT_wy_188_Treatment plant_raw wastewater,Teton,56039,13036,2022-11-17,2022-12-01,,100,no,2022-08-08,17.8
32,32.550388,-114.765479,Arizona,1054,Arizona,Treatment plant,,NWSS_az_1054_Treatment plant_raw wastewater,Yuma,4027,10873,2022-11-17,2022-12-01,20,100,yes,2021-02-04,41
33,38.842502,-77.060721,Virginia,1113,Virginia,Treatment plant,,CDC_BIOBOT_va_1113_Treatment plant_post grit removal,Arlington,51013,207627,2022-11-17,2022-12-01,,100,no,2022-11-27,999
34,27.508279,-99.504118,Texas,867,Texas,Treatment plant,,CDC_BIOBOT_tx_867_Treatment plant_raw wastewater,Webb,48479,140000,2022-11-17,2022-12-01,256,100,no,2022-06-05,39
35,27.414399,-99.468854,Texas,865,Texas,Treatment plant,,CDC_BIOBOT_tx_865_Treatment plant_raw wastewater,Webb,48479,120000,2022-11-17,2022-12-01,217,100,no,2022-06-05,41.67
36,31.796476,-106.540993,Texas,709,Texas,Treatment plant,,CDC_BIOBOT_tx_709_Treatment plant_raw wastewater,El Paso,48141,170000,2022-11-17,2022-12-01,39106,100,no,2022-06-28,80.75
37,31.767078,-106.430591,Texas,681,Texas,Treatment plant,,CDC_BIOBOT_tx_681_Treatment plant_raw wastewater,El Paso,48141,142000,2022-11-17,2022-12-01,2269,100,no,2022-06-28,77.5
38,31.668791,-106.177074,Texas,673,Texas,Treatment plant,,CDC_BIOBOT_tx_673_Treatment plant_raw wastewater,El Paso,48141,436000,2022-11-17,2022-12-01,0,100,no,2022-06-28,85.75
39,29.488851,-95.050022,Texas,667,Texas,Treatment plant,,CDC_BIOBOT_tx_667_Treatment plant_post grit removal,Galveston,48167,26400,2022-11-17,2022-12-01,127256,100,no,2022-06-06,19
40,31.971581,-106.39227,Texas,566,Texas,Treatment plant,,CDC_BIOBOT_tx_566_Treatment plant_raw wastewater,El Paso,48141,143000,2022-11-17,2022-12-01,,100,no,2022-08-08,86.4
41,31.973901,-106.39303,Texas,566,Texas,Treatment plant,,CDC_BIOBOT_tx_566_Treatment plant_primary effluent,El Paso,48141,143000,2022-11-17,2022-12-01,,,no,2022-06-29,999
42,31.960061,-106.39575,Texas,566,Texas,Treatment plant,,CDC_BIOBOT_tx_566_Treatment plant_post grit removal,El Paso,48141,143000,2022-11-17,2022-12-01,,100,no,2022-11-28,999
43,32.663772,-96.59947,Texas,1231,Texas,Treatment plant,,CDC_BIOBOT_tx_1231_Treatment plant_raw wastewater,Dallas,48113,500000,2022-11-17,2022-12-01,,100,no,2022-06-15,30
44,30.298828,-97.611751,Texas,1141,Texas,Treatment plant,,CDC_BIOBOT_tx_1141_Treatment plant_post grit removal,Travis,48453,510000,2022-11-17,2022-12-01,,100,no,2022-05-15,33.6
45,32.800208,-96.559126,Texas,1131,Texas,Treatment plant,,CDC_BIOBOT_tx_1131_Treatment plant_raw wastewater,Kaufman,48257,138700,2022-11-17,2022-12-01,1303,100,no,2022-05-14,68.33
46,35.406722,-88.638831,Tennessee,1607,Tennessee,Treatment plant,,CDC_BIOBOT_tn_1607_Treatment plant_raw wastewater,Chester,47023,3710,2022-11-17,2022-12-01,,100,no,2022-10-10,72.8
47,36.407041,-86.457719,Tennessee,1445,Tennessee,Treatment plant,,CDC_BIOBOT_tn_1445_Treatment plant_raw wastewater,Sumner,47165,45000,2022-11-17,2022-12-01,663,100,no,2022-07-31,44.5
48,35.23618,-90.013339,Tennessee,1323,Tennessee,Treatment plant,,CDC_BIOBOT_tn_1323_Treatment plant_raw wastewater,Shelby,47157,300000,2022-11-17,2022-12-01,4029,100,no,2022-07-11,51.75
49,36.174736,-86.816518,Tennessee,1282,Tennessee,Treatment plant,,CDC_BIOBOT_tn_1282_Treatment plant_post grit removal,Williamson,47187,600000,2022-11-17,2022-12-01,,100,no,2022-06-27,39.2
50,36.174736,-86.816518,Tennessee,1282,Tennessee,Treatment plant,,CDC_BIOBOT_tn_1282_Treatment plant_post grit removal,Rutherford,47149,600000,2022-11-17,2022-12-01,,100,no,2022-06-27,39.2
51,36.174736,-86.816518,Tennessee,1282,Tennessee,Treatment plant,,CDC_BIOBOT_tn_1282_Treatment plant_post grit removal,Davidson,47037,600000,2022-11-17,2022-12-01,,100,no,2022-06-27,39.2
52,44.041639,-103.169407,South Dakota,672,South Dakota,Treatment plant,,CDC_BIOBOT_sd_672_Treatment plant_raw wastewater,Pennington,46103,80000,2022-11-17,2022-12-01,-65,100,no,2022-06-12,38.4
53,43.594218,-96.693974,South Dakota,1266,South Dakota,Treatment plant,,CDC_BIOBOT_sd_1266_Treatment plant_post grit removal,Minnehaha,46099,215000,2022-11-17,2022-12-01,,100,no,2022-06-20,39
54,43.594218,-96.693974,South Dakota,1266,South Dakota,Treatment plant,,CDC_BIOBOT_sd_1266_Treatment plant_post grit removal,Lincoln,46083,215000,2022-11-17,2022-12-01,,100,no,2022-06-20,39
55,34.125289,-82.126181,South Carolina,599,South Carolina,Treatment plant,,CDC_BIOBOT_sc_599_Treatment plant_raw wastewater,Greenwood,45047,12000,2022-11-17,2022-12-01,49,100,no,2022-05-03,25.75
56,34.914412,-82.380232,South Carolina,1549,South Carolina,Treatment plant,,CDC_BIOBOT_sc_1549_Treatment plant_post grit removal,Greenville,45045,140280,2022-11-17,2022-12-01,,100,no,2022-11-28,999
57,33.859895,-78.936407,South Carolina,1541,South Carolina,Treatment plant,,CDC_BIOBOT_sc_1541_Treatment plant_raw wastewater,Horry,45051,30000,2022-11-17,2022-12-01,,100,no,2022-09-25,60.2
58,33.858815,-78.938807,South Carolina,1541,South Carolina,Treatment plant,,CDC_BIOBOT_sc_1541_Treatment plant_post grit removal,Horry,45051,30000,2022-11-17,2022-12-01,,100,no,2022-11-27,999
59,33.391973,-79.232241,South Carolina,1265,South Carolina,Treatment plant,,CDC_BIOBOT_sc_1265_Treatment plant_raw wastewater,Georgetown,45043,12000,2022-11-17,2022-12-01,288,100,no,2022-06-27,48.75
60,41.682138,-71.27216,Rhode Island,677,Rhode Island,Treatment plant,,CDC_BIOBOT_ri_677_Treatment plant_raw wastewater,Bristol,44001,21100,2022-11-17,2022-12-01,,100,no,2022-05-16,6.6
61,41.64815,-71.477082,Rhode Island,565,Rhode Island,Treatment plant,,CDC_BIOBOT_ri_565_Treatment plant_post grit removal,Kent,44003,6000,2022-11-17,2022-12-01,,100,no,2022-06-20,36.4
62,41.816469,-71.374428,Rhode Island,548,Rhode Island,Treatment plant,,CDC_BIOBOT_ri_548_Treatment plant_raw wastewater,Providence,44007,120000,2022-11-17,2022-12-01,,100,no,2022-05-10,31.8
63,41.694702,-71.506624,Rhode Island,1224,Rhode Island,Treatment plant,,CDC_BIOBOT_ri_1224_Treatment plant_raw wastewater,Kent,44003,33000,2022-11-17,2022-12-01,,100,no,2022-06-13,51.4
64,41.70483,-71.4811,Rhode Island,1134,Rhode Island,Treatment plant,,CDC_BIOBOT_ri_1134_Treatment plant_raw wastewater,Kent,44003,60224,2022-11-17,2022-12-01,20,100,no,2022-05-15,54.25
65,41.419257,-75.66226,Pennsylvania,1617,Pennsylvania,Treatment plant,,CDC_BIOBOT_pa_1617_Treatment plant_post grit removal,Lackawanna,42069,88000,2022-11-17,2022-12-01,,100,no,2022-09-28,48
66,40.37146,-79.58574,Pennsylvania,1473,Pennsylvania,Treatment plant,,CDC_BIOBOT_pa_1473_Treatment plant_raw wastewater,Westmoreland,42129,32000,2022-11-17,2022-12-01,,100,no,2022-08-23,28.4
67,40.702433,-80.100157,Pennsylvania,125,Pennsylvania,Treatment plant,,CDC_BIOBOT_pa_125_Treatment plant_raw wastewater,Butler,42019,41000,2022-11-17,2022-12-01,,100,no,2022-05-30,20.8
68,40.702433,-80.100157,Pennsylvania,125,Pennsylvania,Treatment plant,,CDC_BIOBOT_pa_125_Treatment plant_raw wastewater,Allegheny,42003,41000,2022-11-17,2022-12-01,,100,no,2022-05-30,20.8
69,40.267876,-75.260885,Pennsylvania,1083,Pennsylvania,Before treatment plant,86,CDC_BIOBOT_pa_1083_Before treatment plant_86_raw wastewater,Montgomery,42091,10000,2022-11-17,2022-12-01,,100,no,2022-05-02,49.6
70,40.222906,-75.242957,Pennsylvania,1081,Pennsylvania,Treatment plant,,CDC_BIOBOT_pa_1081_Treatment plant_raw wastewater,Montgomery,42091,13000,2022-11-17,2022-12-01,,100,no,2022-05-02,48.8
71,35.312661,-99.632173,Oklahoma,831,Oklahoma,Treatment plant,,CDC_BIOBOT_ok_831_Treatment plant_raw wastewater,Beckham,40009,11500,2022-11-17,2022-12-01,920,100,no,2022-06-01,44
72,36.388865,-97.944933,Oklahoma,767,Oklahoma,Treatment plant,,CDC_BIOBOT_ok_767_Treatment plant_raw wastewater,Garfield,40047,51000,2022-11-17,2022-12-01,,,no,2022-06-20,
73,34.159307,-97.187894,Oklahoma,1264,Oklahoma,Treatment plant,,CDC_BIOBOT_ok_1264_Treatment plant_raw wastewater,Carter,40019,25000,2022-11-17,2022-12-01,,100,no,2022-06-19,21.8
74,40.73279728,-68.55351331,New York City,552,New York City,Treatment plant,,CDC_BIOBOT_ny_552_Treatment plant_post grit removal,Richmond,36085,198128,2022-11-17,2022-12-01,,100,no,2022-06-12,40.2
75,40.74495105,-67.8603917,New York City,551,New York City,Treatment plant,,CDC_BIOBOT_ny_551_Treatment plant_post grit removal,Kings,36047,758007,2022-11-17,2022-12-01,,100,no,2022-06-12,70.6
76,41.33384204,-67.37577735,New York City,549,New York City,Treatment plant,,CDC_BIOBOT_ny_549_Treatment plant_post grit removal,Kings,36047,1068012,2022-11-17,2022-12-01,,100,no,2022-06-12,35.4
77,40.42745432,-67.39381306,New York City,541,New York City,Treatment plant,,CDC_BIOBOT_ny_541_Treatment plant_post grit removal,Kings,36047,596326,2022-11-17,2022-12-01,,100,no,2022-06-12,31.8
78,41.79685022,-67.30048779,New York City,509,New York City,Treatment plant,,CDC_BIOBOT_ny_509_Treatment plant_raw wastewater,New York,36061,588772,2022-11-17,2022-12-01,138,100,no,2022-06-12,76
79,41.68637058,-66.68027868,New York City,505,New York City,Treatment plant,,CDC_BIOBOT_ny_505_Treatment plant_raw wastewater,Queens,36081,410812,2022-11-17,2022-12-01,26,100,no,2022-06-12,57.33
80,41.93239937,-67.39815171,New York City,500,New York City,Treatment plant,,CDC_BIOBOT_ny_500_Treatment plant_raw wastewater,New York,36061,588772,2022-11-17,2022-12-01,69,100,no,2022-06-12,50.33
81,41.87251845,-66.95587496,New York City,498,New York City,Treatment plant,,CDC_BIOBOT_ny_498_Treatment plant_raw wastewater,Bronx,36005,684569,2022-11-17,2022-12-01,-9,100,no,2022-06-12,82
82,36.101904,-114.924414,Nevada,777,Nevada,Treatment plant,,CDC_BIOBOT_nv_777_Treatment plant_raw wastewater,Clark,32003,246258,2022-11-17,2022-12-01,,100,no,2022-06-01,59.2
83,36.144458,-115.036989,Nevada,703,Nevada,Treatment plant,,CDC_BIOBOT_nv_703_Treatment plant_raw wastewater,Clark,32003,650000,2022-11-17,2022-12-01,,100,no,2022-05-02,26
84,39.569326,-119.749586,Nevada,554,Nevada,Treatment plant,,CDC_BIOBOT_nv_554_Treatment plant_raw wastewater,Washoe,32031,200000,2022-11-17,2022-12-01,,100,no,2022-05-02,31.6
85,36.110864,-114.986574,Nevada,1082,Nevada,Treatment plant,,CDC_BIOBOT_nv_1082_Treatment plant_raw wastewater,Clark,32003,984000,2022-11-17,2022-12-01,,100,no,2022-05-02,60
86,35.811352,-106.186002,New Mexico,854,New Mexico,Treatment plant,,CDC_BIOBOT_nm_854_Treatment plant_raw wastewater,Los Alamos,35028,5852,2022-11-17,2022-12-01,-70,100,no,2022-06-14,53.25
87,35.134477,-106.50757,New Mexico,764,New Mexico,Treatment plant,,CDC_BIOBOT_nm_764_Treatment plant_raw wastewater,Sandoval,35043,650000,2022-11-17,2022-12-01,-55,100,no,2022-06-01,82
88,35.134477,-106.50757,New Mexico,764,New Mexico,Treatment plant,,CDC_BIOBOT_nm_764_Treatment plant_raw wastewater,Bernalillo,35001,650000,2022-11-17,2022-12-01,-55,100,no,2022-06-01,82
89,35.874458,-106.303335,New Mexico,1386,New Mexico,Treatment plant,,CDC_BIOBOT_nm_1386_Treatment plant_raw wastewater,Los Alamos,35028,13000,2022-11-17,2022-12-01,,100,no,2022-07-20,64.67
90,40.249478,-74.012182,New Jersey,1616,New Jersey,Treatment plant,,CDC_BIOBOT_nj_1616_Treatment plant_post grit removal,Monmouth,34025,40000,2022-11-17,2022-12-01,640,100,no,2022-09-21,46.6
91,40.247421,-74.118094,New Jersey,1453,New Jersey,Treatment plant,,CDC_BIOBOT_nj_1453_Treatment plant_raw wastewater,Monmouth,34025,47000,2022-11-17,2022-12-01,-42,100,no,2022-08-17,72
92,40.946929,-74.249888,New Jersey,1291,New Jersey,Treatment plant,,CDC_BIOBOT_nj_1291_Treatment plant_raw wastewater,Passaic,34031,54000,2022-11-17,2022-12-01,166,100,no,2022-06-26,65.5
93,43.230194,-71.546101,New Hampshire,497,New Hampshire,Treatment plant,,CDC_BIOBOT_nh_497_Treatment plant_raw wastewater,Merrimack,33013,43000,2022-11-17,2022-12-01,,100,no,2022-05-18,20.4
94,43.791083,-71.10691,New Hampshire,285,New Hampshire,Treatment plant,,CDC_BIOBOT_nh_285_Treatment plant_raw wastewater,Carroll,33003,25000,2022-11-17,2022-12-01,,100,no,2022-05-19,19.8
95,46.807076,-102.749634,North Dakota,1471,North Dakota,Treatment plant,,CDC_BIOBOT_nd_1471_Treatment plant_raw wastewater,Stark,38089,25679,2022-11-17,2022-12-01,,100,no,2022-08-23,59.67
96,47.91458,-97.424421,North Dakota,1463,North Dakota,Treatment plant,,CDC_BIOBOT_nd_1463_Treatment plant_raw wastewater,Grand Forks,38035,67000,2022-11-17,2022-12-01,,100,no,2022-08-22,52.25
97,35.216079,-77.622988,North Carolina,569,North Carolina,Treatment plant,,CDC_BIOBOT_nc_569_Treatment plant_raw wastewater,Lenoir,37107,20484,2022-11-17,2022-12-01,-1,100,no,2022-05-30,23.8
98,35.216079,-77.622988,North Carolina,569,North Carolina,Treatment plant,,CDC_BIOBOT_nc_569_Treatment plant_raw wastewater,Greene,37079,20484,2022-11-17,2022-12-01,-1,100,no,2022-05-30,23.8
99,36.289193,-76.260358,North Carolina,538,North Carolina,Treatment plant,,CDC_BIOBOT_nc_538_Treatment plant_raw wastewater,Pasquotank,37139,18000,2022-11-17,2022-12-01,,,no,2022-06-06,
100,35.323577,-80.254168,North Carolina,537,North Carolina,Treatment plant,,CDC_BIOBOT_nc_537_Treatment plant_post grit removal,Stanly,37167,20000,2022-11-17,2022-12-01,13,100,no,2022-06-19,42
101,35.674649,-80.44981,North Carolina,1223,North Carolina,Treatment plant,,CDC_BIOBOT_nc_1223_Treatment plant_post grit removal,Rowan,37159,22940,2022-11-17,2022-12-01,540,100,no,2022-06-13,18.75
102,35.686041,-80.4606,North Carolina,1220,North Carolina,Treatment plant,,CDC_BIOBOT_nc_1220_Treatment plant_post grit removal,Rowan,37159,31536,2022-11-17,2022-12-01,466,100,no,2022-06-13,36.25
103,36.450183,-80.655406,North Carolina,1148,North Carolina,Treatment plant,,CDC_BIOBOT_nc_1148_Treatment plant_raw wastewater,Surry,37171,10000,2022-11-17,2022-12-01,,100,no,2022-05-23,13.2
104,46.449728,-105.796263,Montana,1176,Montana,Treatment plant,,CDC_BIOBOT_mt_1176_Treatment plant_raw wastewater,Custer,30017,8800,2022-11-17,2022-12-01,,100,no,2022-06-06,73.4
105,44.741953,-93.469424,Minnesota,849,Minnesota,Treatment plant,,CDC_BIOBOT_mn_849_Treatment plant_raw wastewater,Scott,27139,300000,2022-11-17,2022-12-01,-23,100,no,2022-05-10,33.33
106,44.741953,-93.469424,Minnesota,849,Minnesota,Treatment plant,,CDC_BIOBOT_mn_849_Treatment plant_raw wastewater,Carver,27019,300000,2022-11-17,2022-12-01,-23,100,no,2022-05-10,33.33
107,44.741953,-93.469424,Minnesota,849,Minnesota,Treatment plant,,CDC_BIOBOT_mn_849_Treatment plant_raw wastewater,Hennepin,27053,300000,2022-11-17,2022-12-01,-23,100,no,2022-05-10,33.33
108,44.945105,-93.029816,Minnesota,783,Minnesota,Treatment plant,,CDC_BIOBOT_mn_783_Treatment plant_raw wastewater,Washington,27163,1950000,2022-11-17,2022-12-01,43,100,no,2022-05-10,54
109,44.945105,-93.029816,Minnesota,783,Minnesota,Treatment plant,,CDC_BIOBOT_mn_783_Treatment plant_raw wastewater,Hennepin,27053,1950000,2022-11-17,2022-12-01,43,100,no,2022-05-10,54
110,44.945105,-93.029816,Minnesota,783,Minnesota,Treatment plant,,CDC_BIOBOT_mn_783_Treatment plant_raw wastewater,Dakota,27037,1950000,2022-11-17,2022-12-01,43,100,no,2022-05-10,54
111,44.945105,-93.029816,Minnesota,783,Minnesota,Treatment plant,,CDC_BIOBOT_mn_783_Treatment plant_raw wastewater,Anoka,27003,1950000,2022-11-17,2022-12-01,43,100,no,2022-05-10,54
112,44.945105,-93.029816,Minnesota,783,Minnesota,Treatment plant,,CDC_BIOBOT_mn_783_Treatment plant_raw wastewater,Ramsey,27123,1950000,2022-11-17,2022-12-01,43,100,no,2022-05-10,54
113,43.789827,-70.165699,Maine,716,Maine,Treatment plant,,CDC_BIOBOT_me_716_Treatment plant_raw wastewater,Cumberland,23005,8500,2022-11-17,2022-12-01,,100,no,2022-05-02,49.6
114,43.858452,-69.820415,Maine,560,Maine,Treatment plant,,CDC_BIOBOT_me_560_Treatment plant_post grit removal,Sagadahoc,23023,8514,2022-11-17,2022-12-01,,100,no,2022-05-18,37.8
115,44.424414,-70.776675,Maine,507,Maine,Treatment plant,,CDC_BIOBOT_me_507_Treatment plant_post grit removal,Oxford,23017,1000,2022-11-17,2022-12-01,,100,no,2022-11-21,999
116,43.460901,-70.751055,Maine,1206,Maine,Before treatment plant,86,CDC_BIOBOT_me_1206_Before treatment plant_86_raw wastewater,York,23031,21000,2022-11-17,2022-12-01,36,100,no,2022-05-23,17
117,39.60431,-78.847185,Maryland,666,Maryland,Treatment plant,,CDC_BIOBOT_md_666_Treatment plant_raw wastewater,Allegany,24001,45000,2022-11-17,2022-12-01,100,100,no,2022-06-12,7.75
118,38.393485,-75.644421,Maryland,563,Maryland,Treatment plant,,CDC_BIOBOT_md_563_Treatment plant_post grit removal,Wicomico,24045,37000,2022-11-17,2022-12-01,,100,no,2022-05-23,19.6
119,38.353917,-76.571563,Maryland,1348,Maryland,Treatment plant,,CDC_BIOBOT_md_1348_Treatment plant_post grit removal,Charles,24017,88500,2022-11-17,2022-12-01,952,100,no,2022-07-24,59
120,39.05668,-76.616897,Maryland,1284,Maryland,Treatment plant,,CDC_BIOBOT_md_1284_Treatment plant_raw wastewater,Anne Arundel,24003,78000,2022-11-17,2022-12-01,283,100,no,2022-06-20,50.6
121,38.964103,-76.619437,Maryland,1268,Maryland,Treatment plant,,CDC_BIOBOT_md_1268_Treatment plant_post grit removal,Anne Arundel,24003,150000,2022-11-17,2022-12-01,,100,no,2022-11-28,999
122,38.926313,-76.522809,Maryland,1262,Maryland,Treatment plant,,CDC_BIOBOT_md_1262_Treatment plant_raw wastewater,Anne Arundel,24003,11000,2022-11-17,2022-12-01,,100,no,2022-06-20,25
123,39.019501,-76.622603,Maryland,1261,Maryland,Treatment plant,,CDC_BIOBOT_md_1261_Treatment plant_raw wastewater,Anne Arundel,24003,91000,2022-11-17,2022-12-01,,100,no,2022-06-20,41
124,39.033501,-76.634203,Maryland,1261,Maryland,Treatment plant,,CDC_BIOBOT_md_1261_Treatment plant_post grit removal,Anne Arundel,24003,91000,2022-11-17,2022-12-01,,100,no,2022-11-28,999
125,42.167732,-72.659261,Massachusetts,470,Massachusetts,Treatment plant,,CDC_BIOBOT_ma_470_Treatment plant_post grit removal,Hampden,25013,55000,2022-11-17,2022-12-01,344,100,no,2022-05-22,67.33
126,42.461156,-71.846629,Massachusetts,1495,Massachusetts,Treatment plant,,CDC_BIOBOT_ma_1495_Treatment plant_raw wastewater,Worcester,25027,42000,2022-11-17,2022-12-01,,,no,2022-08-31,
127,42.124196,-71.896179,Massachusetts,1330,Massachusetts,Treatment plant,,CDC_BIOBOT_ma_1330_Treatment plant_post grit removal,Worcester,25027,3000,2022-11-17,2022-12-01,,100,no,2022-07-12,39.25
128,29.959113,-90.03665,Louisiana,727,Louisiana,Treatment plant,,CDC_BIOBOT_la_727_Treatment plant_raw wastewater,Orleans,22071,998000,2022-11-17,2022-12-01,,,no,2022-05-11,
129,29.869475,-90.074238,Louisiana,1659,Louisiana,Treatment plant,,CDC_BIOBOT_la_1659_Treatment plant_post grit removal,Jefferson,22051,100000,2022-11-17,2022-12-01,343,100,no,2022-11-13,999
130,30.198332,-92.051441,Louisiana,1652,Louisiana,Treatment plant,,CDC_BIOBOT_la_1652_Treatment plant_post grit removal,Lafayette,22055,47000,2022-11-17,2022-12-01,-15,100,no,2022-11-06,999
